dateTime,movieId,hall,size,state,city,address
2015-04-01 07:00:00,260,0,125,Washington,Tacoma,38500 Robert Meadow
2008-08-31 05:45:00,481,1,400,Florida,Tampa,122 Mckee Flat Suite 088
2009-01-25 11:45:00,324,5,50,Illinois,Peoria,8952 Zhang Prairie
2004-09-29 11:45:00,102,9,325,California,San Diego,9944 April Squares
2019-03-24 02:00:00,459,9,275,Washington,Tacoma,0151 Nicole Road Apt. 213
2009-01-20 17:00:00,40,5,175,Georgia,Augusta,6344 Douglas Brooks
1994-05-28 13:00:00,22,2,150,California,San Diego,1921 Gonzalez Trace Apt. 906
2012-03-27 10:15:00,443,9,175,Georgia,Savannah,30546 Angela Grove
2002-11-13 21:30:00,398,6,300,Washington,Tacoma,577 Robinson Villages Apt. 588
2020-10-15 18:30:00,86,4,200,California,Los Angeles,4620 Shannon Dale Suite 351
2018-08-14 01:15:00,382,3,50,Georgia,Savannah,1835 Charles Trail
1997-03-23 22:15:00,116,5,375,New York,Rochester,73551 West Spur
2003-04-07 16:30:00,479,0,50,New York,Buffalo,150 Elizabeth Path Suite 550
1995-01-08 01:30:00,79,5,125,Illinois,Springfield,5869 Willis Summit
2011-11-26 00:00:00,295,9,50,California,San Diego,1921 Gonzalez Trace Apt. 906
1998-08-04 07:15:00,492,1,175,Illinois,Springfield,0083 Jasmine Canyon Suite 151
2008-07-06 22:15:00,313,9,200,Georgia,Atlanta,049 William Parkways
2017-07-12 13:00:00,190,7,175,Florida,Orlando,8292 Phillips Unions Apt. 404
1994-03-22 22:00:00,179,1,175,Georgia,Savannah,5686 Jones Lane
1995-11-21 16:15:00,380,7,125,Illinois,Springfield,0083 Jasmine Canyon Suite 151
2003-09-21 21:45:00,73,2,300,California,Los Angeles,1697 Coleman Fork Suite 182
2018-05-30 18:45:00,493,1,150,California,Los Angeles,4620 Shannon Dale Suite 351
2021-02-21 04:30:00,470,7,25,Florida,Tampa,91617 Cole Underpass
2013-04-21 01:15:00,444,0,125,Georgia,Savannah,5686 Jones Lane
2009-07-10 18:45:00,345,8,75,Illinois,Chicago,87747 Ross Parks Apt. 527
2015-01-20 08:45:00,173,3,400,New York,Rochester,2562 Don Garden Suite 520
2001-10-24 05:15:00,168,0,400,New York,Buffalo,264 Marshall Islands
2012-06-29 20:30:00,99,4,200,California,Los Angeles,4620 Shannon Dale Suite 351
2005-04-18 02:45:00,338,1,325,Illinois,Chicago,8168 Weaver Plaza Apt. 175
2013-04-26 18:00:00,80,5,25,California,San Diego,9944 April Squares
2013-01-06 19:00:00,31,5,350,California,Los Angeles,617 Jones Drive Suite 929
2006-10-10 00:15:00,111,4,175,Georgia,Atlanta,334 Simmons Branch Suite 380
2021-08-27 06:00:00,306,2,250,Florida,Tampa,4556 Lydia Junctions
2022-02-22 15:15:00,307,7,75,Washington,Seattle,478 Thomas Rest Apt. 466
2023-05-03 18:30:00,293,7,175,Georgia,Savannah,7083 Mahoney Street
1995-01-04 19:45:00,140,1,100,Georgia,Augusta,3828 William Turnpike
1996-10-22 07:30:00,64,4,100,Georgia,Savannah,1835 Charles Trail
2004-05-03 14:30:00,117,9,75,Georgia,Savannah,5686 Jones Lane
1995-05-05 21:30:00,136,6,325,Florida,Tampa,4556 Lydia Junctions
2017-07-28 19:30:00,190,6,375,Illinois,Springfield,5869 Willis Summit
1996-02-08 01:30:00,428,3,75,Florida,Tampa,4556 Lydia Junctions
2013-06-17 12:45:00,21,9,325,Illinois,Chicago,834 Christine Orchard Apt. 381
1999-08-24 16:15:00,265,4,125,New York,Buffalo,264 Marshall Islands
2017-07-24 14:00:00,190,9,150,Florida,Tampa,468 Ashley Lock
2023-06-05 13:15:00,218,4,25,Florida,Tampa,4556 Lydia Junctions
2002-02-19 19:00:00,310,1,125,New York,Rochester,821 Ruben Forges
2015-07-19 20:30:00,100,1,325,Florida,Tampa,91617 Cole Underpass
2020-04-23 16:15:00,167,7,300,Illinois,Peoria,1036 Edwards Flats Suite 078
2023-12-05 08:15:00,261,9,50,California,San Diego,1921 Gonzalez Trace Apt. 906
1999-06-29 01:00:00,490,9,125,Florida,Tampa,4556 Lydia Junctions
2003-06-25 03:15:00,488,1,375,Georgia,Augusta,6344 Douglas Brooks
2008-12-30 08:00:00,324,0,150,Illinois,Peoria,1036 Edwards Flats Suite 078
2015-10-03 04:30:00,383,3,75,Florida,Tampa,4556 Lydia Junctions
2011-01-22 18:30:00,351,7,125,New York,Rochester,821 Ruben Forges
2008-09-21 08:00:00,278,7,225,New York,Rochester,73551 West Spur
2009-08-08 22:15:00,255,7,75,Georgia,Atlanta,38418 Vincent Passage Suite 503
1999-04-03 01:15:00,147,2,175,Georgia,Savannah,12635 Joseph Street Suite 224
2006-11-25 21:15:00,143,3,400,New York,Rochester,2562 Don Garden Suite 520
2013-01-03 11:15:00,31,6,300,Texas,Austin,70360 Jill Points
1999-05-09 18:45:00,474,8,75,California,San Diego,1921 Gonzalez Trace Apt. 906
2013-12-16 10:45:00,155,7,100,Washington,Tacoma,38500 Robert Meadow
2007-09-23 13:45:00,177,3,250,Washington,Spokane,37403 Leonard Circles Apt. 238
2006-01-12 02:00:00,220,0,150,Georgia,Savannah,1835 Charles Trail
2004-08-05 15:00:00,19,8,300,Illinois,Peoria,1036 Edwards Flats Suite 078
2021-05-12 15:00:00,209,0,325,Georgia,Atlanta,38418 Vincent Passage Suite 503
1995-07-07 06:30:00,250,7,150,Georgia,Savannah,5686 Jones Lane
2002-04-14 08:15:00,42,7,325,California,Los Angeles,5567 Johnston Lodge Suite 478
2010-12-11 22:45:00,36,7,100,California,San Diego,9944 April Squares
2002-03-02 15:30:00,277,2,250,Florida,Tampa,468 Ashley Lock
1999-09-25 05:45:00,217,4,375,New York,Rochester,821 Ruben Forges
2007-05-05 04:45:00,464,3,200,Texas,Dallas,91641 John Islands
2013-02-06 02:15:00,315,7,325,California,San Diego,7120 Jennifer Station
2007-09-25 12:45:00,177,4,25,Washington,Tacoma,0151 Nicole Road Apt. 213
2018-10-12 16:30:00,221,4,225,Texas,Austin,70360 Jill Points
2013-02-19 04:00:00,166,3,200,Texas,Dallas,91641 John Islands
2009-07-23 03:15:00,345,6,150,Georgia,Savannah,1835 Charles Trail
2011-04-16 15:45:00,392,6,400,Georgia,Atlanta,334 Simmons Branch Suite 380
2016-12-11 03:45:00,291,5,125,Georgia,Atlanta,38418 Vincent Passage Suite 503
2005-06-21 15:15:00,83,7,350,Washington,Tacoma,577 Robinson Villages Apt. 588
2004-05-23 15:15:00,376,0,250,New York,Rochester,73551 West Spur
2008-10-30 11:15:00,170,4,225,California,San Diego,7120 Jennifer Station
2000-04-04 23:00:00,194,5,175,Pennsylvania,Pittsburgh,360 Jessica Square
2001-11-09 19:30:00,168,0,175,Pennsylvania,Allentown,0794 Miller Place
2013-09-02 16:30:00,323,6,375,Illinois,Springfield,5869 Willis Summit
2019-09-15 02:45:00,461,5,225,New York,Rochester,821 Ruben Forges
2023-01-19 18:45:00,375,9,325,New York,Rochester,73551 West Spur
2011-04-17 00:45:00,7,5,375,Georgia,Atlanta,049 William Parkways
2003-04-03 15:45:00,468,5,50,Illinois,Peoria,8952 Zhang Prairie
2006-11-14 08:00:00,128,2,250,Florida,Tampa,4556 Lydia Junctions
2015-12-23 18:15:00,14,0,375,New York,Rochester,2562 Don Garden Suite 520
2021-09-22 16:45:00,306,7,175,Texas,Dallas,91641 John Islands
2018-06-04 09:15:00,290,0,375,California,Los Angeles,617 Jones Drive Suite 929
1997-11-03 20:00:00,91,9,50,Washington,Seattle,478 Thomas Rest Apt. 466
1999-09-06 14:30:00,171,8,350,Georgia,Savannah,5686 Jones Lane
1995-10-09 23:15:00,68,9,100,Washington,Tacoma,577 Robinson Villages Apt. 588
2022-04-08 20:15:00,454,1,325,Illinois,Chicago,8168 Weaver Plaza Apt. 175
2016-02-01 01:45:00,125,6,400,California,San Diego,1921 Gonzalez Trace Apt. 906
2017-07-17 23:15:00,190,1,400,Washington,Spokane,37403 Leonard Circles Apt. 238
2014-07-04 08:30:00,422,1,25,Georgia,Savannah,30546 Angela Grove
2013-12-18 17:15:00,155,0,100,Georgia,Savannah,30546 Angela Grove
2007-01-01 23:00:00,34,1,75,Illinois,Springfield,5869 Willis Summit
2018-12-03 17:45:00,262,2,275,Georgia,Atlanta,334 Simmons Branch Suite 380
1998-12-18 02:00:00,385,8,225,Illinois,Springfield,5869 Willis Summit
2018-03-28 12:15:00,283,5,150,Florida,Tampa,91617 Cole Underpass
2010-09-06 19:15:00,244,4,125,California,Los Angeles,617 Jones Drive Suite 929
2002-03-19 23:45:00,344,6,25,Florida,Orlando,2453 Mary Meadow Apt. 952
1999-06-18 04:45:00,389,5,125,Georgia,Savannah,7083 Mahoney Street
1998-04-17 12:00:00,498,2,350,Washington,Tacoma,0151 Nicole Road Apt. 213
2000-07-06 09:00:00,235,4,25,Washington,Tacoma,0151 Nicole Road Apt. 213
2017-10-28 10:45:00,407,3,50,Georgia,Savannah,1835 Charles Trail
2023-08-01 15:45:00,222,3,75,Georgia,Atlanta,334 Simmons Branch Suite 380
2018-10-18 03:15:00,221,6,100,New York,Rochester,821 Ruben Forges
1997-03-18 04:45:00,409,9,400,California,Los Angeles,5567 Johnston Lodge Suite 478
2013-10-11 11:15:00,483,3,375,Illinois,Springfield,5869 Willis Summit
2006-02-02 00:30:00,296,5,125,Georgia,Savannah,7083 Mahoney Street
2012-10-09 19:45:00,308,6,175,Pennsylvania,Allentown,3419 Griffin Keys
2017-12-12 15:00:00,349,1,400,Washington,Spokane,37403 Leonard Circles Apt. 238
1995-03-14 10:30:00,298,0,375,New York,Rochester,2562 Don Garden Suite 520
1999-03-15 00:45:00,336,7,200,California,Los Angeles,617 Jones Drive Suite 929
2014-11-27 05:45:00,388,0,125,Illinois,Chicago,8168 Weaver Plaza Apt. 175
2013-10-04 09:00:00,37,5,375,Texas,Austin,70360 Jill Points
1997-09-29 07:30:00,129,8,325,Georgia,Atlanta,680 Shawn Valleys
2000-08-13 02:15:00,311,4,225,Texas,Austin,70360 Jill Points
2016-08-06 08:45:00,465,3,375,Illinois,Peoria,1036 Edwards Flats Suite 078
2014-04-24 04:00:00,264,8,350,California,San Diego,7120 Jennifer Station
1996-03-30 22:00:00,62,5,150,Georgia,Augusta,3828 William Turnpike
1998-11-29 11:15:00,413,5,350,Georgia,Savannah,1835 Charles Trail
2004-08-02 17:45:00,71,0,125,Georgia,Savannah,5686 Jones Lane
2003-06-11 02:45:00,148,0,375,Washington,Seattle,537 Mejia Wall Suite 409
2018-12-28 23:00:00,387,1,175,Georgia,Savannah,5686 Jones Lane
2012-08-14 04:30:00,189,0,300,Texas,Austin,96005 Barber Flats Apt. 267
2013-05-03 13:30:00,80,0,375,Washington,Seattle,537 Mejia Wall Suite 409
2003-04-07 19:15:00,479,2,250,Florida,Tampa,468 Ashley Lock
1998-04-30 16:45:00,498,7,350,Washington,Tacoma,577 Robinson Villages Apt. 588
1999-10-21 05:45:00,348,2,350,Georgia,Savannah,5686 Jones Lane
2015-05-04 08:30:00,343,7,275,Georgia,Atlanta,049 William Parkways
2014-03-15 21:45:00,236,4,200,Illinois,Peoria,1036 Edwards Flats Suite 078
2021-10-01 21:45:00,281,3,275,California,Los Angeles,5567 Johnston Lodge Suite 478
1998-07-23 10:45:00,13,8,175,Florida,Orlando,2453 Mary Meadow Apt. 952
2012-10-15 21:45:00,207,8,150,California,Los Angeles,617 Jones Drive Suite 929
2016-07-19 22:45:00,202,0,175,Pennsylvania,Allentown,0794 Miller Place
2013-06-06 10:15:00,25,6,300,Washington,Tacoma,577 Robinson Villages Apt. 588
2005-04-26 01:30:00,201,3,375,New York,Buffalo,264 Marshall Islands
2019-01-17 05:00:00,387,4,225,Georgia,Savannah,5686 Jones Lane
2008-10-15 08:00:00,278,9,275,Washington,Tacoma,38500 Robert Meadow
2021-07-12 19:45:00,355,9,25,Georgia,Atlanta,38418 Vincent Passage Suite 503
2007-01-09 17:00:00,34,2,225,California,Los Angeles,5567 Johnston Lodge Suite 478
2021-09-29 07:30:00,281,9,50,California,Los Angeles,617 Jones Drive Suite 929
2000-07-30 07:30:00,416,7,175,California,Los Angeles,1697 Coleman Fork Suite 182
1996-02-19 14:15:00,428,2,400,New York,Rochester,2562 Don Garden Suite 520
2002-03-04 00:00:00,267,1,275,Washington,Seattle,478 Thomas Rest Apt. 466
1995-10-10 23:30:00,101,9,150,Florida,Tampa,468 Ashley Lock
1999-03-24 22:30:00,18,0,400,New York,Buffalo,264 Marshall Islands
2004-06-18 14:00:00,362,3,75,Florida,Tampa,4556 Lydia Junctions
2017-10-22 07:30:00,423,6,350,New York,Rochester,2562 Don Garden Suite 520
1997-08-08 06:45:00,369,7,150,New York,Buffalo,264 Marshall Islands
2011-10-07 22:00:00,316,9,175,California,Los Angeles,1697 Coleman Fork Suite 182
2020-08-29 19:30:00,24,0,200,Florida,Tampa,122 Mckee Flat Suite 088
2005-04-21 00:00:00,201,2,250,Florida,Tampa,468 Ashley Lock
1999-10-02 02:45:00,217,3,275,New York,Buffalo,150 Elizabeth Path Suite 550
2002-07-27 06:30:00,74,4,25,Georgia,Augusta,3828 William Turnpike
2013-04-17 14:00:00,80,9,25,Georgia,Atlanta,38418 Vincent Passage Suite 503
2022-10-31 02:15:00,159,0,50,New York,Buffalo,150 Elizabeth Path Suite 550
2004-10-09 04:30:00,59,6,25,Illinois,Chicago,87747 Ross Parks Apt. 527
2009-06-26 13:15:00,345,3,150,Florida,Tampa,468 Ashley Lock
2015-01-13 14:45:00,280,4,50,Washington,Seattle,537 Mejia Wall Suite 409
2002-07-22 06:45:00,74,7,75,Washington,Seattle,478 Thomas Rest Apt. 466
1998-01-15 07:00:00,401,6,25,California,Los Angeles,5567 Johnston Lodge Suite 478
2018-12-26 07:30:00,387,0,325,Georgia,Savannah,7083 Mahoney Street
2016-03-27 09:45:00,41,0,175,Pennsylvania,Allentown,0794 Miller Place
2005-03-01 04:30:00,197,8,350,Georgia,Savannah,5686 Jones Lane
2020-06-22 19:00:00,434,9,275,Washington,Tacoma,0151 Nicole Road Apt. 213
1999-06-20 03:45:00,389,5,50,Pennsylvania,Allentown,3419 Griffin Keys
1995-06-21 04:30:00,250,1,325,Georgia,Savannah,1835 Charles Trail
2023-10-23 13:15:00,107,6,25,Illinois,Peoria,1036 Edwards Flats Suite 078
2015-01-01 12:15:00,280,6,100,Pennsylvania,Pittsburgh,360 Jessica Square
2008-05-05 14:00:00,121,4,150,New York,Rochester,73551 West Spur
2015-09-26 23:45:00,153,5,275,California,Los Angeles,1697 Coleman Fork Suite 182
2012-11-06 05:30:00,321,0,175,California,San Diego,7120 Jennifer Station
2015-06-03 15:45:00,88,8,150,Georgia,Savannah,1835 Charles Trail
2019-11-04 18:45:00,56,3,325,Illinois,Chicago,8168 Weaver Plaza Apt. 175
2012-06-24 12:15:00,99,7,325,Georgia,Savannah,12635 Joseph Street Suite 224
2017-10-22 02:15:00,110,2,25,Georgia,Augusta,6344 Douglas Brooks
2018-09-02 23:00:00,87,0,375,Georgia,Savannah,12635 Joseph Street Suite 224
1997-07-29 06:30:00,287,1,150,Illinois,Chicago,834 Christine Orchard Apt. 381
2012-05-14 11:30:00,57,6,325,Pennsylvania,Allentown,88034 Baker Trafficway
2020-12-07 13:45:00,124,5,250,Washington,Tacoma,0151 Nicole Road Apt. 213
2017-02-06 07:15:00,445,0,250,New York,Rochester,73551 West Spur
2006-01-21 08:45:00,296,5,175,Washington,Tacoma,577 Robinson Villages Apt. 588
2008-09-29 21:30:00,278,6,225,Georgia,Atlanta,38418 Vincent Passage Suite 503
2003-05-01 23:00:00,479,1,325,Georgia,Atlanta,680 Shawn Valleys
2016-03-23 18:00:00,318,2,125,California,San Diego,9944 April Squares
1994-06-16 04:00:00,22,0,25,Pennsylvania,Allentown,88034 Baker Trafficway
2014-07-04 08:45:00,422,0,225,California,Los Angeles,4620 Shannon Dale Suite 351
2003-06-22 23:30:00,61,3,175,Illinois,Springfield,0083 Jasmine Canyon Suite 151
2014-01-06 07:30:00,155,3,50,Georgia,Savannah,5686 Jones Lane
2001-03-11 18:15:00,249,6,100,Florida,Tampa,122 Mckee Flat Suite 088
2012-02-26 11:15:00,106,9,150,Texas,Austin,70360 Jill Points
2021-12-07 19:45:00,441,6,375,Washington,Tacoma,38500 Robert Meadow
2023-07-23 20:00:00,222,1,175,California,Los Angeles,617 Jones Drive Suite 929
2005-04-19 14:45:00,201,9,50,Washington,Seattle,478 Thomas Rest Apt. 466
2014-07-07 13:30:00,242,4,150,Georgia,Augusta,6344 Douglas Brooks
2010-09-06 23:15:00,300,6,250,Illinois,Chicago,834 Christine Orchard Apt. 381
2000-08-29 08:15:00,138,4,300,Illinois,Springfield,5869 Willis Summit
2018-02-04 06:15:00,84,7,300,New York,Rochester,2562 Don Garden Suite 520
1996-01-26 04:45:00,115,9,25,New York,Rochester,2562 Don Garden Suite 520
2023-06-27 03:45:00,218,2,250,Georgia,Atlanta,38418 Vincent Passage Suite 503
2004-10-04 14:30:00,59,1,350,Pennsylvania,Allentown,3419 Griffin Keys
2014-12-11 06:45:00,149,5,125,Texas,Dallas,91641 John Islands
2014-06-28 13:00:00,422,5,250,Washington,Seattle,537 Mejia Wall Suite 409
2022-04-17 12:00:00,294,9,25,New York,Rochester,2562 Don Garden Suite 520
2022-09-17 13:30:00,402,4,50,California,San Diego,9944 April Squares
2015-03-08 12:30:00,134,3,400,Florida,Orlando,8292 Phillips Unions Apt. 404
2013-02-07 22:00:00,166,1,200,Florida,Tampa,468 Ashley Lock
2000-02-12 10:15:00,466,2,400,Florida,Tampa,91617 Cole Underpass
2022-11-16 12:45:00,330,9,25,Illinois,Peoria,8952 Zhang Prairie
2013-05-19 20:45:00,436,3,350,Georgia,Augusta,3828 William Turnpike
2018-07-27 13:30:00,469,7,100,Washington,Tacoma,38500 Robert Meadow
2009-01-16 10:15:00,324,7,325,Georgia,Atlanta,680 Shawn Valleys
2010-05-20 17:45:00,489,1,250,Illinois,Chicago,87747 Ross Parks Apt. 527
2012-11-09 08:30:00,321,8,25,Florida,Tampa,4556 Lydia Junctions
2018-09-15 16:15:00,53,3,400,Florida,Orlando,8292 Phillips Unions Apt. 404
1997-05-15 10:45:00,258,0,325,Illinois,Springfield,0083 Jasmine Canyon Suite 151
1995-05-15 12:30:00,136,2,250,Georgia,Atlanta,049 William Parkways
2020-01-23 01:30:00,302,2,25,Washington,Seattle,478 Thomas Rest Apt. 466
2024-01-15 19:45:00,341,4,175,Washington,Tacoma,577 Robinson Villages Apt. 588
2007-09-18 08:45:00,177,7,75,Georgia,Atlanta,38418 Vincent Passage Suite 503
2017-04-02 20:30:00,2,3,75,Florida,Tampa,4556 Lydia Junctions
2008-08-02 20:45:00,175,2,250,Illinois,Springfield,0083 Jasmine Canyon Suite 151
2000-04-03 23:00:00,194,5,250,Washington,Tacoma,0151 Nicole Road Apt. 213
2004-05-31 15:45:00,376,0,225,Pennsylvania,Pittsburgh,360 Jessica Square
1996-12-21 01:00:00,4,6,375,Washington,Tacoma,38500 Robert Meadow
2020-10-15 00:15:00,86,7,125,Illinois,Springfield,0083 Jasmine Canyon Suite 151
2010-04-28 21:30:00,419,0,275,Washington,Tacoma,0151 Nicole Road Apt. 213
1997-10-07 18:30:00,374,5,25,Georgia,Savannah,5686 Jones Lane
2019-04-02 05:15:00,439,9,275,Washington,Tacoma,0151 Nicole Road Apt. 213
2007-10-08 23:00:00,430,9,25,New York,Rochester,2562 Don Garden Suite 520
1995-04-04 04:45:00,223,3,50,Washington,Seattle,537 Mejia Wall Suite 409
2016-07-13 00:30:00,202,0,375,Washington,Seattle,537 Mejia Wall Suite 409
2002-04-19 05:45:00,42,6,225,Georgia,Atlanta,38418 Vincent Passage Suite 503
2008-06-15 03:45:00,70,6,375,Florida,Tampa,468 Ashley Lock
2020-12-02 14:30:00,124,8,325,Georgia,Atlanta,680 Shawn Valleys
2003-01-07 19:15:00,233,4,200,Florida,Tampa,122 Mckee Flat Suite 088
2004-07-22 03:45:00,19,3,400,Florida,Orlando,2453 Mary Meadow Apt. 952
2015-06-26 03:30:00,230,6,300,Georgia,Savannah,12635 Joseph Street Suite 224
1996-01-31 20:15:00,115,8,325,Illinois,Peoria,8952 Zhang Prairie
2002-12-16 21:15:00,390,6,50,Illinois,Peoria,8952 Zhang Prairie
2023-10-12 09:15:00,107,2,200,Washington,Seattle,537 Mejia Wall Suite 409
1995-10-28 06:15:00,68,7,375,Illinois,Peoria,8952 Zhang Prairie
2011-10-06 16:15:00,316,8,350,California,San Diego,7120 Jennifer Station
2018-10-27 02:00:00,46,6,400,California,San Diego,1921 Gonzalez Trace Apt. 906
2000-08-09 17:00:00,109,9,100,Washington,Tacoma,577 Robinson Villages Apt. 588
1994-06-11 20:00:00,342,1,175,New York,Buffalo,264 Marshall Islands
